"Make","Price","Year","Kilometer","Fuel Type","Transmission","Owner","Seller Type","Engine","Power","Torque","Drivetrain","Length","Width","Height","SeatingCapacity","TankCapacity"
"Renault",305000,2018,34.8,"Petrol","Manual","First","Individual",799,53,72,"FWD",3679,1579,1478,"5",28
"Nissan",385000,2013,72,"Diesel","Manual","Second","Individual",1461,84,200,"FWD",4331,1822,1671,"5",50
"Skoda",5e+05,2012,86.288,"Diesel","Manual","First","Individual",1598,103,250,"FWD",4386,1699,1466,"5",55
"Honda",655000,2017,24.003,"Petrol","Manual","First","Individual",1199,89,110,"FWD",3955,1694,1544,"5",40
"Tata",925000,2017,28,"Diesel","Manual","First","Individual",1497,108,260,"FWD",3994,1811,1607,"5",44
"Hyundai",690000,2017,65,"Diesel","Manual","First","Individual",1396,89,220,"FWD",3985,1734,1505,"5",45
"Mahindra",1500000,2019,75,"Diesel","Manual","First","Individual",2179,153,360,"FWD",4585,1890,1785,"<5",70
"Maruti Suzuki",625000,2015,45,"Diesel","Manual","Second","Individual",1248,89,200,"FWD",4265,1695,1685,"<5",45
"Hyundai",844999,2018,71,"Diesel","Manual","Second","Individual",1582,126,260,"FWD",4375,1700,1475,"5",43
"Honda",745000,2018,54,"Petrol","Automatic","First","Individual",1497,117,145,"FWD",4453,1735,1666,"<5",42
"Mahindra",650000,2015,49.776,"Diesel","Automatic","First","Individual",1493,84,230,"RWD",3995,1835,1839,"<5",60
"Maruti Suzuki",640000,2017,61,"Diesel","Manual","First","Individual",1248,89,200,"FWD",3995,1790,1640,"5",48
"Volvo",2050000,2017,68,"Diesel","Automatic","Second","Corporate",1984,150,350,"FWD",4370,1783,1458,"5",60
"Maruti Suzuki",395000,2014,47.884,"Petrol","Automatic","First","Individual",998,67,90,"FWD",3600,1600,1560,"5",35
"Skoda",1390000,2017,56,"Petrol","Automatic","First","Individual",1798,177,250,"FWD",4670,1814,1476,"5",50
"Honda",365000,2010,58.424,"Petrol","Manual","First","Individual",1497,118,146,"FWD",4420,1695,1480,"5",42
"Hyundai",451000,2017,55,"Diesel","Manual","First","Individual",1120,71,180,"FWD",3995,1660,1520,"5",43
"Toyota",2150000,2017,45,"Diesel","Automatic","First","Individual",2755,172,360,"RWD",4735,1830,1795,"<5",55
"Maruti Suzuki",195000,2011,75,"Diesel","Manual","First","Individual",1248,75,190,"FWD",3715,1680,1620,"5",43
"Skoda",880000,2018,47,"Petrol","Manual","First","Individual",1598,104,153,"FWD",4386,1699,1466,"5",55
"Hyundai",1180000,2019,38,"Petrol","Automatic","First","Individual",1591,121,158,"FWD",4370,1700,1475,"5",43
"Maruti Suzuki",285000,2016,17,"Petrol","Manual","First","Individual",796,47,69,"FWD",3395,1490,1475,"5",35
"BMW",7998999,2020,20,"Diesel","Automatic","First","Individual",2993,258,560,"AWD",4886,1938,1762,"<5",52
"Hyundai",925000,2018,925,"Diesel","Manual","First","Individual",1582,126,260,"FWD",4375,1700,1475,"5",43
"Ford",675000,2019,35,"Diesel","Manual","First","Individual",1498,99,215,"FWD",3995,1704,1525,"5",40
"MINI",2500000,2015,34.303,"Diesel","Automatic","Second","Individual",1496,114,270,"FWD",3982,1727,1425,"5",44
"Audi",3675000,2019,34,"Diesel","Automatic","First","Individual",1968,190,400,"FWD",4933,1874,1455,"5",75
"Hyundai",2400000,2022,8,"Diesel","Automatic","First","Individual",1493,113,250,"FWD",4500,1790,1675,"<5",50
"Kia",1300000,2020,27,"Diesel","Manual","First","Individual",1493,113,250,"FWD",4315,1800,1645,"5",50
"Hyundai",825000,2021,6.6,"Petrol","Automatic","First","Individual",1197,82,114,"FWD",3805,1680,1520,"5",37
"Toyota",899000,2015,125,"Diesel","Manual","Third or more","Individual",2494,101,200,"RWD",4585,1765,1760,"<5",55
"Maruti Suzuki",409999,2021,13.424,"Petrol","Manual","First","Individual",796,47,69,"FWD",3445,1515,1475,"5",35
"Maruti Suzuki",289000,2015,78,"Other","Manual","First","Individual",796,47,69,"FWD",3395,1490,1475,"5",35
"Maruti Suzuki",280000,2011,69.276,"Petrol","Manual","First","Individual",998,67,90,"FWD",3620,1475,1460,"5",35
"Hyundai",811999,2017,31,"Diesel","Manual","First","Individual",1582,126,260,"FWD",4440,1729,1475,"5",45
"BMW",5400000,2017,33,"Diesel","Automatic","Second","Individual",2993,261,620,"RWD",4936,1868,1479,">5",78
"Maruti Suzuki",220000,2012,54,"Petrol","Manual","First","Individual",998,68,90,"FWD",3539,1475,1700,"5",35
"Volkswagen",625000,2014,54,"Diesel","Manual","First","Individual",1498,89,230,"FWD",3971,1682,1469,"5",45
"Maruti Suzuki",725000,2017,75,"Diesel","Manual","First","Individual",1248,89,200,"FWD",3995,1790,1640,"5",48
"BMW",4195000,2017,63.651,"Diesel","Automatic","First","Individual",1995,190,400,"AWD",4657,1881,1678,"5",67
"Audi",1450000,2014,71.796,"Diesel","Automatic","Third or more","Individual",1968,174,380,"AWD",4385,1831,1608,"5",64
"Nissan",425000,2014,74,"Diesel","Manual","Second","Individual",1461,84,200,"FWD",4331,1822,1671,"5",50
"Hyundai",250000,2013,82.461,"Petrol","Manual","First","Individual",814,55,75,"FWD",3495,1550,1500,"5",32
"Maruti Suzuki",8e+05,2018,66,"Diesel","Manual","First","Individual",1248,74,190,"FWD",3995,1735,1515,"5",37
"Mahindra",875000,2015,87,"Diesel","Manual","First","Individual",2179,120,280,"RWD",4456,1820,1995,"<5",60
"Mercedes-Benz",2275000,2016,61.109,"Diesel","Automatic","Second","Individual",2143,134,300,"FWD",4424,1804,1494,"5",50
"Tata",525000,2019,32,"Petrol","Manual","First","Individual",1199,84,114,"FWD",3793,1665,1587,"5",35
"Mercedes-Benz",2e+07,2021,6.6,"Petrol","Automatic","First","Individual",2996,362,500,"RWD",5246,1899,1494,"5",80
"Mahindra",1520000,2021,14,"Petrol","Manual","First","Individual",1997,150,300,"AWD",3985,1820,1844,">5",57
"Hyundai",170000,2009,135.797,"Petrol","Manual","Second","Individual",1086,67,99,"FWD",3565,1595,1550,"5",35
"Ford",3300000,2019,42.475,"Diesel","Automatic","First","Individual",3198,197,470,"AWD",4903,1869,1837,"<5",80
"Maruti Suzuki",575000,2018,27.239,"Petrol","Automatic","First","Individual",998,67,90,"FWD",3600,1600,1560,"5",35
"Chevrolet",190000,2013,66,"Petrol","Manual","First","Individual",995,62,90,"FWD",3495,1495,1518,"5",38
"Hyundai",755000,2022,2.272,"Petrol","Manual","First","Individual",1197,82,114,"FWD",3805,1680,1520,"5",37
"Honda",1130000,2015,50,"Petrol","Automatic","First","Individual",1997,154,190,"FWD",4545,1820,1685,"5",58
"Maruti Suzuki",610000,2017,38.674,"Petrol","Manual","First","Individual",1197,83,115,"FWD",3995,1695,1555,"5",42
"Audi",1875000,2016,40,"Diesel","Automatic","First","Individual",1968,174,380,"AWD",4385,1831,1608,"5",64
"Maruti Suzuki",480000,2021,14,"Other","Manual","First","Individual",796,47,69,"FWD",3395,1490,1475,"5",35
"Renault",365000,2019,32,"Petrol","Manual","First","Individual",999,67,91,"FWD",3679,1579,1478,"5",28
"Ford",745000,2017,82,"Diesel","Manual","First","Individual",1498,99,205,"FWD",3999,1765,1708,"5",52
"Mercedes-Benz",1150000,2013,52,"Petrol","Automatic","Second","Individual",1595,120,200,"FWD",4359,2010,1557,"5",50
"MG",2100000,2020,38.5,"Other","Automatic","First","Individual",1693,130,246,"FWD",4314,1809,1620,"5",52
"Hyundai",2e+05,2014,56,"Diesel","Manual","Third or more","Individual",1120,71,180,"FWD",3995,1660,1520,"5",43
"Honda",775000,2016,42,"Petrol","Automatic","First","Individual",1497,117,145,"FWD",4440,1695,1495,"5",40
"Hyundai",860000,2016,57.983,"Petrol","Manual","First","Individual",1591,122,154,"FWD",4270,1780,1630,"5",60
"Audi",2089999,2018,15.6,"Petrol","Automatic","First","Corporate",1395,148,250,"FWD",4456,1796,1416,"5",50
"Hyundai",1100000,2019,26,"Diesel","Manual","First","Individual",1582,126,260,"FWD",4375,1700,1475,"5",43
"Mercedes-Benz",18500000,2021,5,"Diesel","Automatic","UnRegistered Car","Individual",2925,282,600,"RWD",5246,1899,1494,"5",70
"Maruti Suzuki",260000,2011,90,"Diesel","Manual","Second","Individual",1248,74,190,"FWD",3995,1695,1555,"5",42
"Mercedes-Benz",2690000,2016,43.323,"Diesel","Automatic","Second","Individual",2143,204,500,"RWD",4879,1854,1474,"5",80
"Skoda",1400000,2020,94.182,"Diesel","Automatic","First","Individual",1968,141,320,"FWD",4670,1814,1476,"5",50
"Hyundai",515000,2022,3.395,"Petrol","Manual","First","Individual",1086,68,99,"FWD",3610,1645,1560,"5",35
"Maruti Suzuki",6e+05,2014,53.213,"Diesel","Manual","First","Individual",1248,89,200,"FWD",4265,1695,1685,"<5",45
"Ford",2e+06,2017,93,"Diesel","Automatic","First","Individual",3198,197,470,"AWD",4892,1860,1837,"<5",80
"Jaguar",2850000,2018,45,"Diesel","Automatic","First","Individual",1999,177,430,"RWD",4795,1967,1416,"5",56
"Toyota",3200000,2017,110,"Diesel","Automatic","First","Individual",2755,174,450,"AWD",4795,1855,1835,"<5",80
"Toyota",1075000,2016,70,"Petrol","Manual","First","Individual",1798,138,173,"FWD",4620,1775,1475,"5",55
"Tata",575000,2020,40,"Petrol","Manual","First","Individual",1199,85,113,"FWD",3990,1755,1523,"5",37
"Volvo",3950000,2018,52,"Diesel","Automatic","First","Individual",1969,190,400,"AWD",4425,1863,1652,"5",54
"Maruti Suzuki",750000,2019,6.2,"Petrol","Manual","First","Individual",1462,103,138,"FWD",4490,1730,1485,"5",43
"Honda",755000,2017,75.65,"Diesel","Manual","First","Individual",1498,99,200,"FWD",3999,1734,1601,"5",40
"Hyundai",190000,2010,60,"Petrol","Manual","Third or more","Individual",1197,80,111,"FWD",3565,1595,1550,"5",35
"Maruti Suzuki",425000,2014,89,"Diesel","Manual","First","Individual",1248,74,190,"FWD",3995,1695,1555,"5",42
"Maruti Suzuki",390000,2019,56,"Other","Manual","First","Individual",796,47,69,"FWD",3395,1490,1475,"5",35
"Hyundai",855000,2017,57,"Diesel","Manual","Second","Individual",1582,126,260,"FWD",4375,1700,1475,"5",43
"Hyundai",225000,2012,56,"Petrol","Manual","First","Individual",814,55,75,"FWD",3495,1550,1500,"5",32
"Audi",2425000,2016,60,"Diesel","Automatic","First","Individual",1968,190,400,"FWD",4933,1874,1455,"5",75
"Mahindra",1270000,2019,61.805,"Diesel","Manual","First","Individual",2179,140,320,"RWD",4456,1820,1995,"<5",60
"Maruti Suzuki",325000,2014,58,"Other","Manual","Second","Individual",998,58,77,"FWD",3599,1495,1700,"5",35
"Tata",750000,2019,33,"Petrol","Manual","First","Individual",1198,108,170,"FWD",3994,1811,1607,"5",44
"Honda",185000,2008,70,"Petrol","Automatic","Second","Individual",1497,78,125,"FWD",4390,1690,1495,"5",42
"Maruti Suzuki",450000,2014,48,"Petrol","Automatic","First","Individual",998,67,90,"FWD",3695,1600,1560,"5",35
"MG",1710000,2020,12.4,"Diesel","Manual","First","Individual",1956,169,350,"FWD",4655,1835,1760,"5",60
"Mahindra",665000,2017,92,"Diesel","Manual","First","Individual",1493,70,195,"RWD",3995,1745,1880,"<5",52
"Hyundai",871000,2015,64,"Diesel","Manual","First","Individual",1582,126,265,"FWD",4270,1780,1630,"5",60
"Maruti Suzuki",625000,2021,18,"Other","Manual","First","Individual",998,58,77,"FWD",3599,1495,1700,"5",35
"Mahindra",495000,2016,53.376,"Diesel","Manual","First","Individual",1198,77,190,"FWD",3675,1715,1655,"<5",35
"Honda",6e+05,2016,70,"Diesel","Manual","First","Individual",1498,99,200,"FWD",4440,1695,1495,"5",40
"Mahindra",875000,2019,70,"Diesel","Manual","Second","Individual",1493,70,195,"RWD",3995,1745,1880,"<5",52
"Hyundai",595000,2014,65.123,"Diesel","Manual","First","Individual",1582,126,260,"FWD",4370,1700,1475,"5",43
"Honda",425000,2014,58.6,"Petrol","Manual","First","Individual",1198,87,109,"FWD",3990,1680,1505,"5",35
"Hyundai",1050000,2021,7.5,"Petrol","Manual","First","Individual",998,118,172,"FWD",3995,1770,1605,"5",45
"Hyundai",1299000,2019,39,"Diesel","Manual","First","Individual",1582,126,260,"FWD",4270,1780,1665,"5",55
"Hyundai",175000,2009,23,"Petrol","Manual","First","Individual",1086,67,99,"FWD",3565,1595,1550,"5",35
"Maruti Suzuki",994999,2019,27.9,"Petrol","Manual","First","Individual",1462,103,138,"FWD",4445,1775,1700,"<5",45
"Maruti Suzuki",1025000,2019,42,"Other","Manual","First","Individual",1373,94,130,"FWD",4296,1695,1685,"<5",45
"BMW",4175000,2016,27.011,"Diesel","Automatic","Second","Individual",2993,258,560,"AWD",4886,1938,1762,"<5",52
"Renault",265000,2016,122,"Petrol","Manual","First","Individual",999,67,91,"FWD",3679,1579,1478,"5",28
"Maruti Suzuki",475000,2015,48,"Petrol","Manual","First","Individual",1197,83,115,"FWD",3995,1745,1500,"5",37
"Hyundai",660000,2018,9,"Petrol","Manual","First","Individual",1197,82,115,"FWD",3985,1734,1505,"5",45
"Renault",490000,2019,32,"Petrol","Automatic","First","Individual",999,67,91,"FWD",3679,1579,1478,"5",28
"Toyota",1950000,2018,54,"Petrol","Automatic","First","Individual",2694,164,245,"RWD",4735,1830,1795,"<5",65
"Nissan",315000,2012,57,"Petrol","Manual","First","Individual",1498,98,134,"FWD",4425,1695,1505,"5",41
"Mercedes-Benz",4190000,2017,90,"Diesel","Automatic","First","Individual",2143,201,500,"AWD",4819,2141,1796,"5",93
"Honda",341000,2016,49,"Petrol","Manual","First","Individual",1198,87,109,"FWD",3610,1680,1500,"5",35
"Maruti Suzuki",950000,2018,71,"Diesel","Manual","Second","Individual",1248,89,200,"FWD",3995,1790,1640,"5",48
"Maruti Suzuki",409999,2014,20,"Petrol","Manual","Second","Individual",1197,85,114,"FWD",3850,1695,1530,"5",42
"Maruti Suzuki",290000,2012,12.3,"Petrol","Manual","First","Individual",998,68,90,"FWD",3539,1475,1700,"5",35
"Maruti Suzuki",1050000,2021,5,"Diesel","Manual","First","Individual",1248,89,200,"FWD",4490,1730,1485,"5",43
"Maruti Suzuki",365000,2013,68,"Petrol","Manual","First","Individual",1197,85,114,"FWD",3850,1695,1530,"5",42
"Mercedes-Benz",3100000,2019,17,"Diesel","Automatic","First","Individual",2143,136,300,"FWD",4630,1777,1432,"5",56
"Mahindra",1875000,2022,15,"Diesel","Automatic","First","Individual",2184,130,300,"AWD",3985,1820,1844,">5",57
"Land Rover",5100000,2019,24.444,"Petrol","Automatic","Second","Individual",1999,236,340,"AWD",4600,2069,1724,"<5",65
"Ford",595000,2015,43,"Diesel","Manual","First","Individual",1498,89,204,"FWD",3999,1765,1708,"5",52
"Mercedes-Benz",5200000,2020,18,"Diesel","Automatic","First","Individual",1950,192,400,"RWD",5063,1860,1494,"5",80
"Land Rover",6e+06,2014,82,"Diesel","Automatic","First","Individual",2993,289,600,"AWD",4879,2073,1780,"5",77
"Mercedes-Benz",5775000,2019,57,"Diesel","Automatic","First","Individual",2143,201,500,"AWD",4819,2141,1796,"5",93
"Mercedes-Benz",4975000,2021,2.61,"Petrol","Automatic","First","Individual",1991,201,300,"RWD",4686,1810,1442,"5",66
"Maruti Suzuki",650000,2017,92,"Diesel","Manual","Second","Individual",1248,89,200,"FWD",4490,1730,1485,"5",43
"Maruti Suzuki",521000,2017,40.879,"Petrol","Automatic","First","Individual",1197,82,113,"FWD",3700,1690,1595,"5",32
"Ford",570000,2016,80,"Diesel","Manual","First","Individual",1498,99,205,"FWD",3999,1765,1708,"5",52
"Mercedes-Benz",8100000,2022,5.5,"Diesel","Automatic","UnRegistered Car","Individual",1950,192,400,"AWD",4658,1890,1644,"5",66
"Maruti Suzuki",160000,2011,89,"Diesel","Manual","Second","Individual",1248,75,190,"FWD",3715,1680,1620,"5",43
"BMW",5500000,2017,68.69,"Diesel","Automatic","First","Corporate",2993,258,560,"AWD",4886,1938,1762,"5",52
"Maruti Suzuki",420000,2018,50,"Petrol","Manual","UnRegistered Car","Individual",1693,130,246,"FWD",3655,1620,1675,"5",32
"Renault",299000,2018,19,"Petrol","Manual","First","Individual",999,67,91,"FWD",3679,1579,1478,"5",28
"Skoda",350000,2012,130,"Diesel","Manual","First","Individual",1598,105,250,"FWD",4386,1699,1466,"5",55
"Maruti Suzuki",575000,2017,35,"Diesel","Manual","First","Individual",1248,74,190,"FWD",3995,1695,1555,"5",42
"Honda",335000,2013,64.418,"Petrol","Automatic","Second","Individual",1198,87,109,"FWD",3610,1680,1500,"5",35
"Hyundai",480000,2019,10.265,"Petrol","Manual","First","Individual",1197,81,114,"FWD",3765,1660,1520,"5",43
"Maruti Suzuki",675000,2021,15,"Other","Manual","First","Individual",998,58,78,"FWD",3655,1620,1675,"5",60
"Ford",350000,2012,85,"Diesel","Manual","First","Individual",1498,89,204,"FWD",4320,1764,1486,"5",40
"Mercedes-Benz",2500000,2018,90,"Diesel","Automatic","Second","Individual",2143,134,300,"FWD",4424,1804,1494,"5",50
"Maruti Suzuki",260000,2013,89,"Other","Manual","First","Individual",998,59,77,"FWD",3539,1475,1700,"5",35
"Maruti Suzuki",4e+05,2017,43,"Other","Manual","First","Individual",998,58,77,"FWD",3599,1495,1700,"5",35
"Toyota",2750000,2017,219,"Diesel","Automatic","Second","Individual",2755,174,450,"AWD",4795,1855,1835,"<5",80
"Toyota",555000,2010,261.236,"Petrol","Manual","First","Individual",1998,136,182,"FWD",4555,1770,1755,"<5",55
"Maruti Suzuki",790000,2017,50,"Diesel","Manual","First","Individual",1248,89,200,"FWD",3995,1790,1640,"5",48
"Maruti Suzuki",180000,2014,48,"Petrol","Manual","Third or more","Individual",796,47,69,"FWD",3395,1490,1475,"5",35
"Hyundai",551000,2019,39,"Diesel","Manual","First","Individual",1120,71,160,"FWD",3995,1660,1520,"5",43
"Maruti Suzuki",860000,2018,33.03,"Diesel","Manual","First","Individual",1248,89,200,"FWD",3995,1790,1640,"5",48
"Honda",375000,2013,86,"Petrol","Manual","Second","Individual",1497,116,146,"FWD",4440,1695,1485,"5",42
"Maruti Suzuki",725000,2017,55,"Petrol","Automatic","First","Individual",1373,91,130,"FWD",4490,1730,1485,"5",43
"Hyundai",4e+05,2017,35,"Petrol","Manual","First","Individual",1197,81,114,"FWD",3765,1660,1520,"5",43
"Jeep",2275000,2022,2,"Petrol","Automatic","First","Individual",1368,161,250,"FWD",4405,1818,1640,"5",60
"Jeep",1250000,2018,90,"Diesel","Manual","First","Individual",1956,171,350,"FWD",4395,1818,1640,"5",60
"Honda",499000,2012,96.506,"Petrol","Manual","Second","Individual",1497,116,146,"FWD",4440,1695,1485,"5",42
"Volkswagen",399000,2014,88,"Petrol","Automatic","First","Individual",1598,103,153,"FWD",4384,1699,1466,"5",55
"Mercedes-Benz",335000,2008,140.987,"Diesel","Automatic","Second","Individual",2987,198,456,"RWD",4818,1822,1420,"5",80
"Maruti Suzuki",450000,2015,52,"Petrol","Manual","First","Individual",1197,85,114,"FWD",3995,1695,1555,"5",42
"Maruti Suzuki",409999,2015,54.443,"Petrol","Automatic","First","Individual",998,67,90,"FWD",3600,1600,1560,"5",35
"Mercedes-Benz",6100000,2020,9.5,"Diesel","Automatic","First","Corporate",1950,192,400,"RWD",5063,1860,1494,"5",80
"BMW",4690000,2018,75,"Diesel","Automatic","Second","Individual",2993,258,560,"AWD",4886,1938,1762,"<5",52
"Audi",3e+06,2017,42,"Petrol","Automatic","First","Individual",1395,148,250,"FWD",4726,1842,1427,"5",54
"Datsun",250000,2018,25,"Petrol","Manual","Second","Individual",999,67,91,"FWD",3429,1560,1541,"5",28
"BMW",6200000,2021,39,"Diesel","Automatic","First","Individual",1995,190,400,"AWD",4657,1881,1678,"5",67
"Maruti Suzuki",590000,2014,86,"Diesel","Manual","First","Individual",1248,74,190,"FWD",3850,1695,1530,"5",42
"MINI",1300000,2013,50.3,"Diesel","Automatic","Second","Individual",1995,112,270,"FWD",4097,1789,1561,"5",47
"Mahindra",1639999,2018,43,"Diesel","Automatic","First","Individual",2179,153,360,"FWD",4585,1890,1785,"<5",70
"Mahindra",740000,2013,83.555,"Diesel","Manual","First","Individual",2179,140,330,"FWD",4585,1890,1785,"<5",70
"Mahindra",770000,2019,27.5,"Diesel","Manual","First","Individual",1493,70,195,"RWD",3995,1745,1880,"<5",52
"Ford",530000,2013,75,"Diesel","Manual","First","Individual",1498,89,204,"FWD",3999,1765,1708,"5",52
"BMW",2975000,2015,87,"Diesel","Automatic","First","Individual",2993,258,560,"AWD",4886,1938,1762,"5",52
"Hyundai",1989999,2022,5.8,"Diesel","Automatic","First","Individual",1493,113,250,"FWD",4300,1790,1635,"5",50
"Toyota",3250000,2018,173,"Diesel","Manual","First","Individual",2755,174,420,"RWD",4795,1855,1835,"<5",80
"Kia",1975000,2021,7,"Petrol","Automatic","First","Individual",1353,138,242,"FWD",4315,1800,1645,"5",50
"Mahindra",735000,2015,121,"Diesel","Manual","First","Individual",2179,138,330,"AWD",4585,1890,1785,"<5",70
"Tata",425000,2013,96,"Diesel","Manual","First","Individual",2179,138,320,"RWD",4655,1965,1922,"<5",55
"Toyota",315000,2011,38.091,"Petrol","Manual","First","Individual",1197,80,104,"FWD",3775,1695,1510,"5",45
"Hyundai",275000,2013,34,"Petrol","Manual","First","Individual",814,55,75,"FWD",3495,1550,1500,"5",32
"Honda",750000,2018,75,"Diesel","Manual","First","Individual",1498,99,200,"FWD",4440,1695,1495,"5",40
